Source,Target
The book â€” which opens a projected sequence of novels that will cover the period from 1968 to the present day â€” <b>pursues</b> to explore what the blurb describes as â€˜the painful transition from youth to adulthoodâ€™.,aims
The book â€” which opens a projected sequence of novels that will cover the period from 1968 to the present day â€” <b>seeks</b> to explore what the blurb describes as â€˜the painful transition from youth to adulthoodâ€™.,aims
"<b>Empathy</b>, though, is not enough.",Sensitivity
"<b>Responsiveness</b>, though, is not enough.",Sensitivity
"<b>Accuracy</b>, though, is not enough.",Sensitivity
"<b>Understanding</b>, though, is not enough.",Sensitivity
What Andrew Motion <b>introduces</b> us with here is a static and humourless mood-piece filled with over-elaborate imagery.,presents
What Andrew Motion <b>shows</b> us with here is a static and humourless mood-piece filled with over-elaborate imagery.,presents
What Andrew Motion <b>leaves</b> us with here is a static and humourless mood-piece filled with over-elaborate imagery.,presents
"He finds it <b>difficult</b> to communicate with people, not least his separated parents.",hard
"His father is a faceless figure: a retired brigadier, <b>quiet</b> and taciturn.",reserved
"His father is a faceless figure: a retired brigadier, <b>introverted</b> and taciturn.",reserved
"His father is a faceless figure: a retired brigadier, <b>withdrawn</b> and taciturn.",reserved
"His father is a faceless figure: a retired brigadier, <b>cautious</b> and taciturn.",reserved
"His mother, by <b>comparison</b>, is the most vividly realised character in the book: nervy, flirtatious and selfish, already on her third husband, she thinks primarily of her appearance, even when visiting her dying daughter, Francis's twin.",contrast
"His mother, by <b>alternate</b>, is the most vividly realised character in the book: nervy, flirtatious and selfish, already on her third husband, she thinks primarily of her appearance, even when visiting her dying daughter, Francis's twin.",contrast
"His mother, by <b>variation</b>, is the most vividly realised character in the book: nervy, flirtatious and selfish, already on her third husband, she thinks primarily of her appearance, even when visiting her dying daughter, Francis's twin.",contrast
"His mother, by <b>distinction</b>, is the most vividly realised character in the book: nervy, flirtatious and selfish, already on her third husband, she thinks primarily of her appearance, even when visiting her dying daughter, Francis's twin.",contrast
"His mother, by <b>difference</b>, is the most vividly realised character in the book: nervy, flirtatious and selfish, already on her third husband, she thinks primarily of her appearance, even when visiting her dying daughter, Francis's twin.",contrast
"There is a <b>welcome</b> simplicity and tenderness in Motion's account of the way Francis nurses her, but she herself is too sketchily drawn for the episode to carry much weight.",refreshing
"There is a <b>unique</b> simplicity and tenderness in Motion's account of the way Francis nurses her, but she herself is too sketchily drawn for the episode to carry much weight.",refreshing
"There is a <b>fresh</b> simplicity and tenderness in Motion's account of the way Francis nurses her, but she herself is too sketchily drawn for the episode to carry much weight.",refreshing
"There is a <b>exhilarating</b> simplicity and tenderness in Motion's account of the way Francis nurses her, but she herself is too sketchily drawn for the episode to carry much weight.",refreshing
"There is a <b>revitalising</b> simplicity and tenderness in Motion's account of the way Francis nurses her, but she herself is too sketchily drawn for the episode to carry much weight.",refreshing
"There is a refreshing simplicity and tenderness in Motion's <b>report</b> of the way Francis nurses her, but she herself is too sketchily drawn for the episode to carry much weight.",account
"There is a refreshing simplicity and tenderness in Motion's <b>testimony</b> of the way Francis nurses her, but she herself is too sketchily drawn for the episode to carry much weight.",account
"There is a refreshing simplicity and tenderness in Motion's <b>description</b> of the way Francis nurses her, but she herself is too sketchily drawn for the episode to carry much weight.",account
"There is a refreshing simplicity and tenderness in Motion's <b>retelling</b> of the way Francis nurses her, but she herself is too sketchily drawn for the episode to carry much weight.",account
"Meanwhile, at his public school, Francis is <b>having</b> a love-affair with an older pupil named Keith Ogilvie.",conducting
"Meanwhile, at his public school, Francis is <b>effectuating</b> a love-affair with an older pupil named Keith Ogilvie.",conducting
"He is finally rejected by the devious, arrogant Keith, who informs him that he is â€˜<b>dated</b>â€™ because he does not â€˜know how to make things happenâ€™.",obsolete
"He is finally rejected by the devious, arrogant Keith, who informs him that he is â€˜<b>finished</b>â€™ because he does not â€˜know how to make things happenâ€™.",obsolete
"He is finally rejected by the devious, arrogant Keith, who informs him that he is â€˜<b>meaningless</b>â€™ because he does not â€˜know how to make things happenâ€™.",obsolete
"He is finally rejected by the devious, arrogant Keith, who informs him that he is â€˜<b>outmoded</b>â€™ because he does not â€˜know how to make things happenâ€™.",obsolete
"He is finally rejected by the devious, arrogant Keith, who informs him that he is â€˜<b>outdated</b>â€™ because he does not â€˜know how to make things happenâ€™.",obsolete
